Item#,Total sales,hour 1,hour 2,hour 3,hour 4,hour 5,hour 6,hour 7,hour 8,hour 9,hour 10,hour 11,hour 12,hour 13,hour 14,hour 15,hour 16,hour 17,hour 18,hour 19,hour 20,hour 21,hour 22,hour 23,hour 24,Total Sale,Sold out?,Sold out time
739,5233,0.119,0.030,0.050,0.079,0.025,0.076,0.010,0.070,0.019,0.083,0.083,0.066,0.010,0.036,0.028,0.034,0.028,0.027,0.002,0.027,0.010,0.047,0.001,0.000,0.960,0,
740,4702,0.116,0.012,0.022,0.047,0.003,0.007,0.039,0.080,0.079,0.004,0.035,0.000,0.053,0.012,0.037,0.048,0.038,0.041,0.033,0.048,0.023,0.015,0.039,0.017,0.848,0,
741,3921,0.128,0.028,0.038,0.083,0.040,0.005,0.025,0.054,0.071,0.066,0.016,0.001,0.065,0.191,0.038,0.029,0.022,0.040,0.013,0.043,0.004,0.000,0.000,0.000,1.000,1,
742,2668,0.141,0.047,0.030,0.029,0.024,0.053,0.064,0.072,0.053,0.062,0.068,0.039,0.022,0.046,0.025,0.050,0.026,0.032,0.045,0.015,0.003,0.049,0.005,0.000,1.000,1,
743,4500,0.121,0.061,0.028,0.024,0.035,0.001,0.034,0.064,0.005,0.036,0.047,0.016,0.060,0.020,0.050,0.038,0.025,0.046,0.046,0.048,0.020,0.045,0.045,0.037,0.953,0,
744,3355,0.103,0.026,0.031,0.074,0.081,0.032,0.052,0.082,0.025,0.065,0.015,0.056,0.009,0.082,0.025,0.027,0.043,0.040,0.006,0.038,0.040,0.021,0.024,0.004,1.000,0,
745,7008,0.126,0.018,0.006,0.056,0.049,0.082,0.072,0.004,0.067,0.035,0.043,0.004,0.056,0.042,0.020,0.049,0.049,0.024,0.028,0.034,0.033,0.004,0.030,0.036,0.968,0,
746,2947,0.127,0.028,0.009,0.001,0.032,0.024,0.018,0.037,0.019,0.076,0.035,0.018,0.006,0.064,0.045,0.032,0.031,0.041,0.047,0.009,0.017,0.040,0.023,0.001,0.781,0,
747,4217,0.114,0.002,0.000,0.035,0.040,0.021,0.014,0.015,0.081,0.060,0.062,0.002,0.048,0.019,0.022,0.048,0.033,0.044,0.044,0.030,0.003,0.048,0.003,0.042,0.832,0,
748,4323,0.112,0.048,0.000,0.033,0.052,0.070,0.076,0.020,0.029,0.000,0.081,0.042,0.019,0.084,0.030,0.039,0.029,0.024,0.015,0.035,0.026,0.027,0.012,0.010,0.913,0,
749,3930,0.112,0.021,0.041,0.002,0.062,0.025,0.082,0.054,0.004,0.034,0.067,0.040,0.010,0.423,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
750,7831,0.115,0.032,0.078,0.045,0.027,0.073,0.066,0.049,0.055,0.073,0.033,0.051,0.054,0.002,0.023,0.038,0.038,0.040,0.014,0.013,0.044,0.036,0.000,0.000,1.000,1,
751,4347,0.104,0.034,0.078,0.002,0.055,0.068,0.076,0.013,0.037,0.063,0.004,0.017,0.040,0.019,0.027,0.023,0.047,0.028,0.019,0.015,0.006,0.016,0.013,0.043,0.847,0,
752,4134,0.131,0.059,0.056,0.058,0.080,0.008,0.079,0.081,0.005,0.015,0.065,0.028,0.067,0.092,0.033,0.028,0.021,0.024,0.035,0.036,0.000,0.000,0.000,0.000,1.000,1,
753,4235,0.112,0.031,0.061,0.028,0.053,0.010,0.074,0.002,0.063,0.025,0.075,0.063,0.035,0.165,0.041,0.033,0.041,0.047,0.029,0.012,0.000,0.000,0.000,0.000,1.000,1,
754,4300,0.138,0.060,0.000,0.015,0.055,0.041,0.061,0.024,0.023,0.037,0.015,0.028,0.070,0.038,0.039,0.033,0.021,0.020,0.025,0.005,0.018,0.038,0.014,0.008,0.826,0,
755,9463,0.132,0.040,0.079,0.040,0.068,0.076,0.071,0.053,0.002,0.043,0.027,0.020,0.020,0.043,0.028,0.046,0.042,0.042,0.001,0.005,0.035,0.036,0.002,0.010,0.961,0,
756,6006,0.119,0.070,0.073,0.080,0.077,0.071,0.042,0.000,0.011,0.023,0.042,0.064,0.053,0.037,0.026,0.036,0.031,0.047,0.028,0.038,0.006,0.017,0.012,0.000,1.000,1,
757,2977,0.117,0.043,0.029,0.017,0.073,0.008,0.081,0.044,0.055,0.003,0.028,0.054,0.079,0.197,0.046,0.036,0.038,0.048,0.001,0.000,0.000,0.000,0.000,0.000,1.000,1,
758,4061,0.127,0.082,0.072,0.078,0.071,0.016,0.049,0.069,0.034,0.003,0.027,0.067,0.031,0.042,0.041,0.040,0.024,0.028,0.047,0.016,0.028,0.006,0.000,0.000,1.000,1,
759,15143,0.101,0.061,0.050,0.044,0.056,0.036,0.076,0.045,0.006,0.078,0.020,0.036,0.043,0.044,0.045,0.037,0.046,0.027,0.023,0.006,0.023,0.008,0.021,0.042,0.972,0,
760,4017,0.148,0.054,0.018,0.016,0.012,0.054,0.041,0.077,0.060,0.066,0.068,0.047,0.052,0.122,0.021,0.049,0.033,0.034,0.011,0.017,0.000,0.000,0.000,0.000,1.000,1,
761,6996,0.100,0.003,0.021,0.052,0.061,0.009,0.052,0.054,0.060,0.003,0.052,0.001,0.078,0.007,0.042,0.049,0.039,0.048,0.018,0.011,0.033,0.048,0.041,0.009,0.893,0,
762,8610,0.117,0.015,0.052,0.063,0.018,0.069,0.053,0.049,0.020,0.020,0.028,0.006,0.075,0.014,0.028,0.044,0.029,0.030,0.004,0.020,0.045,0.045,0.036,0.024,0.904,0,
763,3756,0.131,0.012,0.028,0.020,0.051,0.057,0.015,0.061,0.038,0.071,0.056,0.016,0.054,0.022,0.026,0.047,0.020,0.032,0.002,0.045,0.030,0.019,0.042,0.038,0.934,0,
764,6875,0.149,0.024,0.067,0.058,0.057,0.053,0.010,0.056,0.010,0.021,0.047,0.008,0.074,0.062,0.045,0.035,0.038,0.040,0.008,0.016,0.035,0.044,0.027,0.000,0.983,0,
765,8058,0.117,0.081,0.077,0.031,0.083,0.051,0.053,0.042,0.078,0.041,0.015,0.083,0.073,0.105,0.032,0.030,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
766,3290,0.120,0.011,0.036,0.041,0.041,0.050,0.039,0.058,0.078,0.069,0.071,0.049,0.042,0.078,0.047,0.033,0.049,0.041,0.041,0.006,0.000,0.000,0.000,0.000,1.000,1,
767,3406,0.113,0.045,0.027,0.045,0.065,0.069,0.063,0.004,0.044,0.014,0.017,0.007,0.001,0.027,0.030,0.036,0.045,0.025,0.040,0.006,0.017,0.005,0.005,0.000,0.751,0,
768,4155,0.111,0.025,0.050,0.001,0.041,0.078,0.061,0.007,0.011,0.038,0.043,0.054,0.061,0.039,0.039,0.039,0.025,0.034,0.018,0.013,0.012,0.026,0.005,0.020,0.853,0,
769,3281,0.139,0.005,0.034,0.058,0.071,0.055,0.031,0.066,0.060,0.029,0.013,0.073,0.002,0.041,0.047,0.036,0.028,0.021,0.021,0.043,0.047,0.030,0.015,0.025,0.989,0,
770,4861,0.119,0.081,0.061,0.075,0.050,0.060,0.032,0.040,0.052,0.043,0.030,0.056,0.039,0.105,0.048,0.030,0.029,0.027,0.014,0.009,0.000,0.000,0.000,0.000,1.000,1,
771,5017,0.116,0.074,0.077,0.041,0.017,0.067,0.043,0.049,0.054,0.019,0.008,0.012,0.071,0.078,0.039,0.028,0.045,0.031,0.045,0.049,0.025,0.011,0.000,0.000,1.000,1,
772,3759,0.103,0.023,0.043,0.026,0.013,0.060,0.050,0.006,0.074,0.021,0.069,0.055,0.077,0.045,0.026,0.042,0.042,0.043,0.034,0.009,0.014,0.022,0.036,0.002,0.935,0,
773,6308,0.136,0.024,0.068,0.006,0.013,0.001,0.016,0.063,0.012,0.077,0.023,0.045,0.002,0.049,0.029,0.042,0.032,0.040,0.040,0.018,0.005,0.024,0.017,0.008,0.793,0,
774,5214,0.134,0.002,0.077,0.009,0.078,0.045,0.066,0.028,0.017,0.065,0.009,0.009,0.061,0.122,0.043,0.049,0.042,0.020,0.010,0.016,0.011,0.010,0.006,0.024,0.955,0,
775,3469,0.147,0.073,0.009,0.053,0.028,0.067,0.012,0.049,0.004,0.049,0.001,0.011,0.047,0.087,0.021,0.021,0.032,0.033,0.036,0.032,0.037,0.027,0.001,0.031,0.908,0,
776,3667,0.147,0.040,0.013,0.016,0.035,0.079,0.010,0.027,0.002,0.034,0.058,0.046,0.071,0.036,0.041,0.048,0.027,0.043,0.020,0.031,0.033,0.007,0.031,0.032,0.927,0,
777,3452,0.106,0.002,0.034,0.055,0.038,0.011,0.042,0.079,0.068,0.081,0.073,0.028,0.011,0.029,0.023,0.027,0.043,0.029,0.041,0.030,0.015,0.034,0.002,0.044,0.946,0,
778,5998,0.125,0.056,0.059,0.049,0.024,0.003,0.040,0.081,0.038,0.054,0.074,0.009,0.034,0.059,0.027,0.037,0.022,0.033,0.013,0.040,0.050,0.021,0.013,0.038,1.000,0,
779,3307,0.128,0.050,0.058,0.027,0.066,0.029,0.045,0.025,0.071,0.074,0.000,0.065,0.081,0.058,0.047,0.039,0.043,0.023,0.001,0.022,0.020,0.013,0.006,0.006,0.998,0,
780,2989,0.149,0.020,0.075,0.034,0.048,0.050,0.035,0.063,0.040,0.016,0.028,0.031,0.027,0.091,0.027,0.022,0.038,0.029,0.037,0.009,0.030,0.041,0.013,0.031,0.984,0,
781,3865,0.108,0.043,0.044,0.061,0.038,0.079,0.075,0.063,0.043,0.000,0.065,0.039,0.008,0.040,0.033,0.038,0.025,0.046,0.023,0.021,0.022,0.032,0.027,0.000,0.974,0,
782,2800,0.116,0.001,0.055,0.026,0.052,0.076,0.042,0.040,0.060,0.083,0.030,0.015,0.052,0.057,0.045,0.048,0.032,0.048,0.050,0.006,0.009,0.036,0.021,0.000,1.000,1,
783,7053,0.145,0.040,0.072,0.021,0.066,0.007,0.051,0.003,0.074,0.053,0.012,0.043,0.005,0.027,0.023,0.040,0.040,0.033,0.004,0.030,0.034,0.011,0.009,0.025,0.869,0,
784,4214,0.133,0.061,0.071,0.081,0.053,0.018,0.020,0.051,0.052,0.081,0.010,0.029,0.000,0.054,0.020,0.032,0.030,0.035,0.022,0.018,0.003,0.041,0.017,0.021,0.953,0,
785,3889,0.147,0.050,0.013,0.078,0.029,0.022,0.026,0.009,0.026,0.064,0.010,0.080,0.017,0.260,0.043,0.036,0.034,0.025,0.032,0.000,0.000,0.000,0.000,0.000,1.000,1,
786,5310,0.106,0.047,0.079,0.030,0.012,0.080,0.024,0.078,0.018,0.048,0.071,0.033,0.006,0.099,0.048,0.040,0.048,0.037,0.043,0.036,0.018,0.000,0.000,0.000,1.000,1,
787,3211,0.149,0.024,0.050,0.053,0.057,0.062,0.010,0.080,0.072,0.017,0.014,0.078,0.065,0.013,0.026,0.021,0.046,0.045,0.022,0.048,0.001,0.038,0.008,0.000,1.000,1,
788,3672,0.113,0.022,0.020,0.083,0.001,0.028,0.006,0.026,0.045,0.038,0.005,0.029,0.062,0.070,0.024,0.043,0.025,0.034,0.039,0.031,0.017,0.030,0.026,0.047,0.864,0,
789,3351,0.100,0.048,0.049,0.072,0.044,0.057,0.067,0.009,0.010,0.076,0.079,0.044,0.078,0.130,0.043,0.044,0.045,0.005,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
790,4106,0.135,0.019,0.072,0.033,0.049,0.047,0.058,0.046,0.011,0.060,0.031,0.072,0.014,0.049,0.050,0.049,0.036,0.047,0.030,0.041,0.008,0.001,0.017,0.000,0.974,0,
791,2969,0.103,0.047,0.012,0.033,0.049,0.064,0.020,0.082,0.004,0.068,0.081,0.062,0.026,0.029,0.047,0.043,0.040,0.020,0.014,0.023,0.044,0.000,0.037,0.048,0.994,0,
792,5761,0.114,0.045,0.065,0.023,0.070,0.083,0.063,0.060,0.026,0.044,0.019,0.071,0.081,0.039,0.036,0.023,0.047,0.032,0.018,0.027,0.012,0.000,0.000,0.000,1.000,1,
793,3102,0.120,0.063,0.066,0.012,0.072,0.011,0.059,0.014,0.027,0.071,0.079,0.045,0.051,0.066,0.037,0.038,0.033,0.043,0.005,0.027,0.014,0.039,0.007,0.000,1.000,1,
794,4748,0.145,0.044,0.010,0.057,0.064,0.047,0.016,0.064,0.043,0.042,0.055,0.028,0.071,0.020,0.040,0.022,0.044,0.037,0.024,0.006,0.010,0.006,0.028,0.009,0.931,0,
795,5075,0.141,0.032,0.055,0.051,0.057,0.065,0.016,0.018,0.079,0.015,0.019,0.046,0.077,0.040,0.044,0.021,0.022,0.022,0.025,0.016,0.028,0.049,0.038,0.000,0.977,0,
796,7566,0.146,0.073,0.011,0.049,0.011,0.049,0.046,0.019,0.065,0.080,0.047,0.055,0.006,0.064,0.024,0.039,0.049,0.025,0.019,0.046,0.010,0.022,0.009,0.038,1.000,0,
797,2782,0.118,0.078,0.075,0.000,0.036,0.072,0.045,0.071,0.061,0.019,0.014,0.028,0.073,0.087,0.025,0.024,0.049,0.036,0.013,0.027,0.010,0.025,0.015,0.000,1.000,1,
798,3402,0.128,0.071,0.035,0.073,0.071,0.038,0.033,0.016,0.056,0.001,0.034,0.077,0.033,0.083,0.026,0.045,0.025,0.027,0.031,0.031,0.001,0.044,0.005,0.016,1.000,0,
799,4670,0.118,0.012,0.020,0.019,0.040,0.062,0.002,0.039,0.080,0.080,0.016,0.029,0.068,0.082,0.041,0.036,0.027,0.047,0.007,0.034,0.019,0.025,0.018,0.046,0.966,0,
800,2856,0.118,0.071,0.062,0.013,0.044,0.073,0.044,0.071,0.074,0.028,0.054,0.036,0.063,0.020,0.041,0.030,0.023,0.038,0.007,0.050,0.003,0.033,0.004,0.000,1.000,1,
801,3714,0.122,0.043,0.049,0.029,0.055,0.009,0.045,0.008,0.071,0.014,0.013,0.081,0.058,0.173,0.029,0.032,0.038,0.026,0.002,0.004,0.041,0.025,0.033,0.000,1.000,1,
802,2909,0.128,0.067,0.032,0.041,0.015,0.045,0.062,0.078,0.075,0.029,0.059,0.010,0.065,0.038,0.036,0.040,0.034,0.034,0.018,0.017,0.018,0.026,0.033,0.000,1.000,1,
803,3062,0.108,0.040,0.023,0.077,0.020,0.027,0.035,0.083,0.017,0.031,0.009,0.068,0.017,0.023,0.021,0.029,0.031,0.034,0.020,0.024,0.018,0.037,0.007,0.049,0.849,0,
804,3540,0.112,0.081,0.065,0.042,0.030,0.046,0.028,0.054,0.047,0.038,0.063,0.005,0.082,0.005,0.029,0.043,0.034,0.044,0.027,0.038,0.025,0.024,0.033,0.006,1.000,0,
805,5314,0.120,0.078,0.075,0.006,0.041,0.010,0.028,0.066,0.058,0.055,0.078,0.030,0.022,0.104,0.048,0.027,0.047,0.042,0.043,0.022,0.000,0.000,0.000,0.000,1.000,1,
806,6106,0.101,0.058,0.029,0.044,0.019,0.060,0.051,0.031,0.053,0.053,0.075,0.036,0.037,0.023,0.029,0.031,0.020,0.045,0.006,0.041,0.038,0.036,0.031,0.022,0.970,0,
807,4864,0.124,0.082,0.081,0.029,0.011,0.051,0.014,0.005,0.015,0.010,0.054,0.042,0.033,0.046,0.039,0.039,0.039,0.045,0.035,0.008,0.047,0.020,0.029,0.030,0.928,0,
808,4820,0.118,0.077,0.011,0.062,0.036,0.013,0.076,0.015,0.012,0.057,0.075,0.063,0.016,0.026,0.042,0.035,0.041,0.036,0.012,0.000,0.038,0.028,0.050,0.015,0.957,0,
809,2882,0.103,0.080,0.080,0.003,0.056,0.015,0.027,0.069,0.079,0.055,0.038,0.039,0.038,0.028,0.032,0.048,0.049,0.024,0.030,0.049,0.020,0.024,0.015,0.000,1.000,1,
810,3003,0.134,0.047,0.071,0.048,0.023,0.044,0.076,0.030,0.021,0.003,0.058,0.012,0.040,0.168,0.027,0.046,0.035,0.028,0.017,0.044,0.029,0.000,0.000,0.000,1.000,1,
811,4939,0.102,0.055,0.052,0.064,0.078,0.059,0.077,0.012,0.065,0.042,0.012,0.054,0.003,0.042,0.042,0.027,0.042,0.044,0.049,0.013,0.046,0.021,0.000,0.000,1.000,1,
812,3464,0.150,0.070,0.075,0.057,0.013,0.058,0.080,0.006,0.083,0.051,0.078,0.073,0.022,0.077,0.043,0.031,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
813,3561,0.106,0.081,0.057,0.029,0.077,0.053,0.074,0.051,0.010,0.035,0.059,0.040,0.063,0.013,0.038,0.050,0.022,0.050,0.009,0.006,0.027,0.036,0.005,0.000,0.990,0,
814,2707,0.109,0.079,0.073,0.064,0.047,0.009,0.017,0.038,0.051,0.063,0.061,0.053,0.076,0.072,0.041,0.026,0.023,0.030,0.041,0.026,0.000,0.000,0.000,0.000,1.000,1,
815,2801,0.111,0.024,0.017,0.081,0.031,0.005,0.067,0.075,0.042,0.074,0.011,0.077,0.022,0.021,0.029,0.044,0.036,0.025,0.048,0.045,0.029,0.027,0.012,0.030,0.982,0,
816,4462,0.132,0.040,0.075,0.064,0.001,0.011,0.012,0.062,0.038,0.068,0.040,0.018,0.057,0.244,0.027,0.046,0.026,0.022,0.019,0.000,0.000,0.000,0.000,0.000,1.000,1,
817,7223,0.120,0.078,0.036,0.012,0.052,0.064,0.018,0.039,0.011,0.019,0.073,0.002,0.067,0.014,0.028,0.039,0.023,0.026,0.016,0.044,0.013,0.008,0.034,0.044,0.880,0,
818,4321,0.107,0.042,0.050,0.075,0.048,0.031,0.025,0.015,0.003,0.014,0.004,0.035,0.063,0.028,0.028,0.033,0.032,0.039,0.033,0.046,0.003,0.049,0.001,0.042,0.842,0,
819,2817,0.121,0.006,0.016,0.075,0.025,0.033,0.047,0.039,0.016,0.035,0.074,0.025,0.038,0.015,0.026,0.045,0.041,0.029,0.005,0.011,0.039,0.033,0.025,0.010,0.828,0,
820,7090,0.100,0.011,0.008,0.054,0.042,0.007,0.061,0.076,0.015,0.011,0.045,0.022,0.002,0.028,0.033,0.025,0.024,0.027,0.049,0.032,0.011,0.043,0.043,0.010,0.781,0,
821,5081,0.124,0.080,0.012,0.078,0.060,0.012,0.040,0.000,0.000,0.081,0.002,0.020,0.011,0.072,0.040,0.026,0.050,0.030,0.040,0.008,0.030,0.034,0.036,0.041,0.927,0,
822,4001,0.107,0.007,0.076,0.023,0.053,0.082,0.043,0.034,0.041,0.076,0.033,0.050,0.009,0.018,0.029,0.048,0.049,0.047,0.014,0.021,0.001,0.001,0.011,0.045,0.916,0,
823,4153,0.137,0.055,0.045,0.033,0.003,0.035,0.034,0.016,0.066,0.051,0.060,0.076,0.069,0.027,0.022,0.050,0.029,0.025,0.042,0.001,0.018,0.043,0.035,0.010,0.981,0,
824,3651,0.136,0.040,0.045,0.016,0.017,0.040,0.066,0.014,0.011,0.077,0.067,0.058,0.042,0.026,0.037,0.027,0.022,0.025,0.004,0.025,0.012,0.028,0.020,0.014,0.869,0,
825,4653,0.138,0.007,0.062,0.045,0.042,0.046,0.036,0.001,0.069,0.001,0.060,0.008,0.057,0.045,0.035,0.027,0.025,0.037,0.023,0.048,0.018,0.002,0.026,0.035,0.893,0,
826,8382,0.149,0.023,0.072,0.022,0.055,0.019,0.025,0.041,0.002,0.070,0.031,0.007,0.070,0.200,0.030,0.040,0.025,0.033,0.035,0.026,0.008,0.010,0.005,0.000,1.000,1,
827,2990,0.126,0.075,0.007,0.014,0.031,0.074,0.066,0.070,0.004,0.077,0.002,0.083,0.045,0.020,0.038,0.045,0.027,0.027,0.031,0.005,0.042,0.030,0.013,0.002,0.954,0,
828,5025,0.135,0.059,0.049,0.027,0.009,0.033,0.052,0.021,0.045,0.003,0.055,0.060,0.071,0.025,0.044,0.047,0.041,0.029,0.011,0.028,0.046,0.029,0.004,0.024,0.948,0,
829,2783,0.129,0.007,0.023,0.072,0.050,0.023,0.046,0.057,0.047,0.078,0.058,0.024,0.070,0.069,0.021,0.044,0.026,0.033,0.010,0.028,0.044,0.036,0.006,0.000,1.000,1,
830,3155,0.149,0.009,0.059,0.062,0.083,0.051,0.015,0.071,0.000,0.048,0.052,0.052,0.026,0.030,0.046,0.033,0.031,0.020,0.011,0.027,0.041,0.004,0.045,0.024,0.991,0,
831,3546,0.137,0.071,0.015,0.064,0.082,0.066,0.004,0.067,0.042,0.052,0.078,0.017,0.061,0.007,0.021,0.045,0.046,0.029,0.044,0.037,0.006,0.011,0.000,0.000,1.000,1,
832,3877,0.108,0.031,0.005,0.068,0.050,0.057,0.048,0.044,0.070,0.012,0.079,0.053,0.030,0.018,0.027,0.037,0.037,0.038,0.028,0.039,0.003,0.027,0.030,0.022,0.960,0,
833,5061,0.107,0.033,0.012,0.015,0.055,0.050,0.010,0.042,0.039,0.041,0.000,0.009,0.078,0.094,0.037,0.046,0.047,0.043,0.036,0.038,0.001,0.030,0.043,0.044,0.950,0,
834,4150,0.134,0.037,0.032,0.026,0.062,0.007,0.077,0.047,0.049,0.021,0.053,0.057,0.003,0.032,0.025,0.028,0.043,0.047,0.039,0.039,0.014,0.045,0.023,0.008,0.950,0,
835,8596,0.107,0.030,0.018,0.024,0.020,0.031,0.080,0.066,0.075,0.026,0.028,0.074,0.060,0.015,0.028,0.028,0.042,0.030,0.045,0.033,0.019,0.020,0.005,0.018,0.920,0,
836,5122,0.112,0.077,0.068,0.025,0.082,0.080,0.065,0.034,0.064,0.059,0.059,0.039,0.056,0.181,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
837,5190,0.132,0.069,0.078,0.068,0.010,0.064,0.006,0.000,0.029,0.017,0.065,0.006,0.051,0.011,0.023,0.032,0.050,0.046,0.001,0.001,0.019,0.027,0.001,0.029,0.834,0,
838,3776,0.131,0.030,0.055,0.012,0.039,0.016,0.058,0.081,0.002,0.053,0.003,0.060,0.052,0.057,0.025,0.032,0.030,0.038,0.036,0.037,0.002,0.041,0.022,0.006,0.917,0,
839,5041,0.116,0.016,0.064,0.067,0.022,0.065,0.064,0.020,0.022,0.069,0.039,0.057,0.048,0.120,0.024,0.030,0.047,0.034,0.003,0.030,0.029,0.012,0.003,0.000,1.000,1,
840,3239,0.125,0.035,0.057,0.048,0.021,0.081,0.070,0.052,0.048,0.013,0.016,0.042,0.066,0.157,0.029,0.031,0.037,0.043,0.001,0.004,0.023,0.000,0.000,0.000,1.000,1,
841,3999,0.105,0.014,0.073,0.078,0.001,0.062,0.043,0.066,0.012,0.075,0.020,0.011,0.080,0.061,0.021,0.048,0.031,0.046,0.005,0.033,0.040,0.017,0.038,0.020,1.000,0,
842,6062,0.101,0.070,0.031,0.038,0.032,0.027,0.013,0.061,0.054,0.049,0.039,0.071,0.039,0.035,0.040,0.024,0.038,0.037,0.005,0.004,0.008,0.012,0.018,0.050,0.894,0,
843,5604,0.115,0.057,0.051,0.077,0.044,0.040,0.070,0.045,0.043,0.055,0.053,0.073,0.033,0.024,0.032,0.046,0.050,0.031,0.021,0.031,0.008,0.000,0.000,0.000,1.000,1,
844,3242,0.118,0.024,0.014,0.047,0.051,0.079,0.037,0.023,0.078,0.032,0.061,0.079,0.073,0.073,0.036,0.036,0.040,0.036,0.047,0.016,0.000,0.000,0.000,0.000,1.000,1,
845,9970,0.148,0.077,0.026,0.023,0.001,0.030,0.065,0.043,0.080,0.015,0.044,0.062,0.041,0.035,0.041,0.044,0.022,0.048,0.023,0.037,0.023,0.025,0.013,0.017,0.985,0,
846,2740,0.131,0.003,0.072,0.082,0.040,0.007,0.022,0.041,0.008,0.042,0.027,0.035,0.025,0.017,0.042,0.047,0.035,0.044,0.002,0.048,0.005,0.044,0.039,0.036,0.893,0,
847,3364,0.131,0.046,0.028,0.012,0.017,0.016,0.049,0.015,0.070,0.047,0.032,0.082,0.067,0.084,0.037,0.049,0.036,0.022,0.049,0.017,0.039,0.026,0.007,0.007,0.986,0,
848,4737,0.120,0.053,0.035,0.017,0.066,0.046,0.007,0.043,0.031,0.053,0.042,0.075,0.004,0.027,0.047,0.049,0.036,0.049,0.017,0.002,0.002,0.042,0.012,0.049,0.925,0,
849,4800,0.108,0.060,0.008,0.016,0.081,0.050,0.014,0.046,0.002,0.026,0.004,0.003,0.069,0.169,0.037,0.036,0.043,0.043,0.030,0.014,0.046,0.019,0.026,0.048,0.999,0,
850,4963,0.132,0.024,0.069,0.014,0.012,0.082,0.019,0.060,0.067,0.078,0.075,0.068,0.013,0.281,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,
851,3959,0.146,0.050,0.082,0.035,0.062,0.050,0.033,0.046,0.034,0.036,0.065,0.005,0.010,0.130,0.027,0.039,0.034,0.038,0.033,0.004,0.012,0.018,0.013,0.000,1.000,1,
852,5769,0.124,0.079,0.083,0.026,0.023,0.050,0.060,0.015,0.065,0.055,0.070,0.011,0.028,0.043,0.043,0.036,0.047,0.049,0.039,0.049,0.005,0.000,0.000,0.000,1.000,1,
853,5267,0.123,0.005,0.073,0.037,0.007,0.073,0.053,0.036,0.030,0.031,0.060,0.051,0.002,0.037,0.029,0.040,0.037,0.030,0.003,0.033,0.032,0.020,0.027,0.009,0.880,0,
854,3914,0.106,0.030,0.019,0.026,0.032,0.005,0.076,0.070,0.057,0.066,0.061,0.039,0.005,0.072,0.022,0.022,0.024,0.036,0.022,0.048,0.021,0.010,0.023,0.037,0.931,0,
855,4239,0.121,0.037,0.031,0.007,0.005,0.063,0.063,0.043,0.025,0.008,0.003,0.048,0.001,0.360,0.033,0.043,0.021,0.030,0.006,0.015,0.011,0.022,0.005,0.000,1.000,1,
856,3288,0.105,0.031,0.069,0.007,0.044,0.020,0.046,0.032,0.051,0.034,0.014,0.023,0.066,0.048,0.024,0.024,0.027,0.030,0.011,0.010,0.015,0.006,0.046,0.037,0.822,0,
857,4152,0.113,0.071,0.071,0.063,0.022,0.076,0.016,0.029,0.015,0.012,0.047,0.077,0.034,0.158,0.045,0.043,0.047,0.043,0.016,0.000,0.000,0.000,0.000,0.000,1.000,1,
858,5807,0.137,0.015,0.042,0.036,0.026,0.063,0.025,0.001,0.028,0.066,0.032,0.007,0.026,0.176,0.041,0.042,0.046,0.028,0.021,0.019,0.007,0.029,0.004,0.047,0.964,0,
859,5482,0.125,0.041,0.039,0.005,0.003,0.072,0.021,0.072,0.072,0.080,0.034,0.049,0.076,0.023,0.046,0.038,0.049,0.041,0.004,0.001,0.023,0.012,0.040,0.000,0.967,0,
860,2950,0.121,0.052,0.019,0.053,0.011,0.078,0.061,0.027,0.026,0.011,0.023,0.041,0.065,0.079,0.038,0.047,0.038,0.044,0.031,0.014,0.043,0.015,0.030,0.034,1.000,0,
861,3427,0.148,0.026,0.071,0.054,0.011,0.070,0.039,0.054,0.024,0.039,0.042,0.046,0.064,0.029,0.031,0.033,0.045,0.024,0.021,0.040,0.024,0.041,0.000,0.000,0.977,0,
862,3534,0.122,0.010,0.066,0.066,0.072,0.066,0.006,0.042,0.040,0.008,0.020,0.035,0.052,0.053,0.044,0.037,0.041,0.026,0.021,0.002,0.009,0.034,0.012,0.026,0.912,0,
863,7916,0.140,0.029,0.052,0.079,0.006,0.032,0.031,0.053,0.040,0.009,0.082,0.081,0.001,0.070,0.026,0.020,0.043,0.033,0.036,0.001,0.015,0.006,0.045,0.011,0.942,0,
864,4389,0.102,0.054,0.027,0.032,0.066,0.004,0.049,0.035,0.037,0.036,0.066,0.060,0.074,0.134,0.021,0.038,0.033,0.029,0.024,0.040,0.004,0.009,0.009,0.019,1.000,0,
865,4079,0.133,0.068,0.071,0.059,0.045,0.003,0.077,0.019,0.001,0.069,0.051,0.027,0.025,0.043,0.021,0.024,0.029,0.022,0.048,0.017,0.042,0.023,0.043,0.000,0.960,0,
866,3708,0.115,0.036,0.083,0.031,0.029,0.083,0.004,0.054,0.009,0.061,0.046,0.040,0.076,0.071,0.029,0.036,0.025,0.021,0.002,0.042,0.047,0.023,0.024,0.016,1.000,0,
